"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER ENGINEERING","SC","GUJCET Based","Self-Fin","22879.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER ENGINEERING","SEBC","GUJCET Based","Self-Fin","6121.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","2802.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","2491.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER SCIENCE &
ENGINEERING","SC","GUJCET Based","Self-Fin","15355.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","4819.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","15460.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","13821.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRICAL ENGINEERING","SC","GUJCET Based","Self-Fin","33042.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRICAL ENGINEERING","SEBC","GUJCET Based","Self-Fin","28367.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRICAL ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","8592.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRONICS &
COMMUNICATION ENGINEERING","EWS","GUJCET Based","Self-Fin","9462.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","GUJCET Based","Self-Fin","7559.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRONICS &
COMMUNICATION ENGINEERING","SC","GUJCET Based","Self-Fin","26230.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","GUJCET Based","Self-Fin","17184.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","INFORMATION TECHNOLOGY","EWS","GUJCET Based","Self-Fin","6172.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","5879.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","INFORMATION TECHNOLOGY","SEBC","GUJCET Based","Self-Fin","9054.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","MECHANICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","16938.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","15733.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","MECHANICAL ENGINEERING","SC","GUJCET Based","Self-Fin","25747.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","MECHANICAL ENGINEERING","SEBC","GUJCET Based","Self-Fin","24124.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","MECHANICAL ENGINEERING -
TFWS","TFWS","GUJCET Based","Self-Fin","7102.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER ENGINEERING","EWS","GUJCET Based","Self-Fin","6582.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","6305.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER ENGINEERING","SC","GUJCET Based","Self-Fin","25891.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER ENGINEERING","SEBC","GUJCET Based","Self-Fin","9491.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","1515.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","5373.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","4502.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE &
ENGINEERING","SC","GUJCET Based","Self-Fin","19393.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","7617.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","1363.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY","ESM","GUJCET Based","Self-Fin","22123.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY","EWS","GUJCET Based","Self-Fin","7416.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","7145.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY","SC","GUJCET Based","Self-Fin","22519.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY","SEBC","GUJCET Based","Self-Fin","10807.00"
"CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","INFORMATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","Self-Fin","2617.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","AGRICULTURAL TECHNOLOGY","GEN","GUJCET Based","Self-Fin","20514.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","GEN","GUJCET Based","Self-Fin","31564.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE - TFWS","TFWS","GUJCET Based","Self-Fin","19487.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","50127.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","16296.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","ELECTRICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","35728.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","38982.00"
"Chhotubhai Gopalbhai Patel Institute of
Technology, Maliba Campus, Bardoli","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","38074.00"
"D. A. DEGREE ENGINEERING AND
TECHNOLOGY, MAHEMDABAD, KHEDA","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","37625.00"
"DARSHAN INSTITUTE OF ENGG. & TECH.,
RAJKOT-MORBI HIGHWAY, HADALA","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","33541.00"
"DARSHAN INSTITUTE OF ENGG. & TECH.,
RAJKOT-MORBI HIGHWAY, HADALA","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","16007.00"
"DARSHAN INSTITUTE OF ENGG. & TECH.,
RAJKOT-MORBI HIGHWAY, HADALA","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","10213.00"
"DARSHAN INSTITUTE OF ENGG. & TECH.,
RAJKOT-MORBI HIGHWAY, HADALA","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","27647.00"
"DARSHAN INSTITUTE OF ENGG. & TECH.,
RAJKOT-MORBI HIGHWAY, HADALA","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","35592.00"
"Dhirubhai Ambani University, Gandhinagar","ELECTRONICS ENGINEERING (VLSI
DESIGN AND TECHNOLOGY)","EWS","GUJCET Based","Self-Fin","262.00"
"Dhirubhai Ambani University, Gandhinagar","ELECTRONICS ENGINEERING (VLSI
DESIGN AND TECHNOLOGY)","GEN","GUJCET Based","Self-Fin","223.00"
"Dhirubhai Ambani University, Gandhinagar","ELECTRONICS ENGINEERING (VLSI
DESIGN AND TECHNOLOGY)","SEBC","GUJCET Based","Self-Fin","789.00"
"Dhirubhai Ambani University, Gandhinagar","ELECTRONICS ENGINEERING (VLSI
DESIGN AND TECHNOLOGY) - TFW","TFWS","GUJCET Based","Self-Fin","49.00"
"Dhirubhai Ambani University, Gandhinagar","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCE (CS)","EWS","GUJCET Based","Self-Fin","111.00"
"Dhirubhai Ambani University, Gandhinagar","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCE (CS)","GEN","GUJCET Based","Self-Fin","71.00"
"Dhirubhai Ambani University, Gandhinagar","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCE (CS)","SEBC","GUJCET Based","Self-Fin","274.00"
"Dhirubhai Ambani University, Gandhinagar","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCE (CS)","ST","GUJCET Based","Self-Fin","11241.00"
"Dhirubhai Ambani University, Gandhinagar","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCE (CS) -
TFWS","TFWS","GUJCET Based","Self-Fin","9.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY","EWS","GUJCET Based","Self-Fin","188.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","149.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY","SC","GUJCET Based","Self-Fin","2377.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY","SEBC","GUJCET Based","Self-Fin","379.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY","ST","GUJCET Based","Self-Fin","14470.00"
"Dhirubhai Ambani University, Gandhinagar","INFORMATION &
COMMUNICATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","Self-Fin","39.00"
"Dhirubhai Ambani University, Gandhinagar","MATHEMATICS AND COMPUTING","EWS","GUJCET Based","Self-Fin","169.00"
"DR. JIVRAJ MEHTA INSTITUTE OF
TECHNOLOGY, ANAND","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","38419.00"
"DR. JIVRAJ MEHTA INSTITUTE OF
TECHNOLOGY, ANAND","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","50250.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"DR. JIVRAJ MEHTA INSTITUTE OF
TECHNOLOGY, ANAND","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","22405.00"
"DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","36192.00"
"DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","30714.00"
"DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)","GEN","GUJCET Based","Self-Fin","968.00"
"DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING) - TFWS","TFWS","GUJCET Based","Self-Fin","31338.00"
"DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","COMPUTER SCIENCE &
ENGINEERING (CYBER SECURITY) -
TFWS","TFWS","GUJCET Based","Self-Fin","36018.00"
"ENGGINERING COLLEGE, TUWA, GODHARA","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","36906.50"
"FACULTY OF ENGINEERING & TECHNOLOGY-
GLS UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","30631.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
GLS UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","23201.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
GLS UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","SC","GUJCET Based","Self-Fin","36153.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
GLS UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","38261.50"
"FACULTY OF ENGINEERING & TECHNOLOGY-
GLS UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","6482.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","GEN","GUJCET Based","Self-Fin","14506.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","GEN","GUJCET Based","Self-Fin","33230.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING - TFW","TFWS","GUJCET Based","Self-Fin","29747.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","CIVIL ENGINEERING
(CONSTRUCTION TECHNOLOGY)","GEN","GUJCET Based","Self-Fin","29773.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","38216.00"
"FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","25159.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","AERO SPACE ENGINEERING","EWS","GUJCET Based","Self-Fin","26660.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","AERO SPACE ENGINEERING","GEN","GUJCET Based","Self-Fin","17372.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","AERO SPACE ENGINEERING","SC","GUJCET Based","Self-Fin","22054.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","AERO SPACE ENGINEERING","SEBC","GUJCET Based","Self-Fin","28475.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","2816.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","2467.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING","SC","GUJCET Based","Self-Fin","12927.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","4972.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING","ST","GUJCET Based","Self-Fin","32895.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","1521.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING","ESM","GUJCET Based","Self-Fin","25288.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","14675.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","12936.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING","SC","GUJCET Based","Self-Fin","15323.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING","SEBC","GUJCET Based","Self-Fin","21473.00"
"FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","MECHANICAL ENGINEERING -
TFWS","TFWS","GUJCET Based","Self-Fin","9574.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","CHEMICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","13091.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","CHEMICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","10496.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","CHEMICAL ENGINEERING","SC","GUJCET Based","Self-Fin","35194.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","CHEMICAL ENGINEERING","SEBC","GUJCET Based","Self-Fin","18609.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","COMPUTER ENGINEERING","EWS","GUJCET Based","Self-Fin","1024.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","833.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","COMPUTER ENGINEERING","SC","GUJCET Based","Self-Fin","8183.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","COMPUTER ENGINEERING","SEBC","GUJCET Based","Self-Fin","1934.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","COMPUTER ENGINEERING","ST","GUJCET Based","Self-Fin","15283.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","ELECTRONICS &
COMMUNICATION ENGINEERING","EWS","GUJCET Based","Self-Fin","3974.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","GUJCET Based","Self-Fin","3550.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","GUJCET Based","Self-Fin","9320.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INFORMATION TECHNOLOGY","EWS","GUJCET Based","Self-Fin","2762.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","2433.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INFORMATION TECHNOLOGY","SC","GUJCET Based","Self-Fin","10925.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INFORMATION TECHNOLOGY","SEBC","GUJCET Based","Self-Fin","4949.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INFORMATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","Self-Fin","506.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INSTRUMENTATION & CONTROL
ENGINEERING","EWS","GUJCET Based","Self-Fin","11387.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","INSTRUMENTATION & CONTROL
ENGINEERING","GEN","GUJCET Based","Self-Fin","10810.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","MECHANICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","13322.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","10548.00"
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","MECHANICAL ENGINEERING","SC","GUJCET Based","Self-Fin","28256.00"
