"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","GUJCET Based","GOVT","3760.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","SC","GUJCET Based","GOVT","14510.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","GUJCET Based","GOVT","5217.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","ESM","JEE Based","GOVT","907506.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","EWS","JEE Based","GOVT","901291.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","JEE Based","GOVT","900239.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","JEE Based","GOVT","901983.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING -
TFWS","TFWS","GUJCET Based","GOVT","2519.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
COMMUNICATION ENGINEERING -
TFWS","TFWS","JEE Based","GOVT","900995.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING","ESM","GUJCET Based","GOVT","25943.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING","EWS","GUJCET Based","GOVT","10666.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING","GEN","GUJCET Based","GOVT","9461.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING","SC","GUJCET Based","GOVT","23713.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING","GEN","JEE Based","GOVT","901118.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ELECTRONICS &
INSTRUMENTATION
ENGINEERING - TFW","TFWS","GUJCET Based","GOVT","6547.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","EWS","GUJCET Based","GOVT","3724.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","GEN","GUJCET Based","GOVT","3421.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","SC","GUJCET Based","GOVT","13563.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","SEBC","GUJCET Based","GOVT","7308.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","EWS","JEE Based","GOVT","901857.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","GEN","JEE Based","GOVT","901115.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY","SEBC","JEE Based","GOVT","902810.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION &
COMMUNICATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","GOVT","2657.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","EWS","GUJCET Based","GOVT","2609.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","GEN","GUJCET Based","GOVT","2262.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","SC","GUJCET Based","GOVT","9016.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","SEBC","GUJCET Based","GOVT","2969.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","EWS","JEE Based","GOVT","901388.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","GEN","JEE Based","GOVT","901041.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY","SEBC","JEE Based","GOVT","901360.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INFORMATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","GOVT","1786.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGINEERING","EWS","GUJCET Based","GOVT","11597.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGINEERING","GEN","GUJCET Based","GOVT","10821.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGINEERING","SC","GUJCET Based","GOVT","26358.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGINEERING","GEN","JEE Based","GOVT","902077.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGINEERING - TFWS","TFWS","GUJCET Based","GOVT","8617.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","ESM","GUJCET Based","GOVT","14374.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","EWS","GUJCET Based","GOVT","8941.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","GEN","GUJCET Based","GOVT","8219.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","SC","GUJCET Based","GOVT","17900.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","SEBC","GUJCET Based","GOVT","12963.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","MECHANICAL ENGINEERING","ST","GUJCET Based","GOVT","29665.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","POWER ELECTRONICS","GEN","GUJCET Based","GOVT","19089.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","POWER ELECTRONICS","SEBC","GUJCET Based","GOVT","24949.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","POWER ELECTRONICS","GEN","JEE Based","GOVT","903773.00"
"VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","POWER ELECTRONICS - TFWS","TFWS","GUJCET Based","GOVT","6313.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","CIVIL ENGINEERING","EWS","GUJCET Based","PVT","28587.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","CIVIL ENGINEERING","GEN","GUJCET Based","PVT","24667.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","CIVIL ENGINEERING","SC","GUJCET Based","PVT","28678.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","CIVIL ENGINEERING","SEBC","GUJCET Based","PVT","36513.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","CIVIL ENGINEERING - TFWS","TFWS","GUJCET Based","PVT","12663.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","COMPUTER ENGINEERING","EWS","GUJCET Based","PVT","2751.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","COMPUTER ENGINEERING","GEN","GUJCET Based","PVT","2373.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","COMPUTER ENGINEERING","SC","GUJCET Based","PVT","8823.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","COMPUTER ENGINEERING","SEBC","GUJCET Based","PVT","5118.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","ELECTRICAL ENGINEERING","EWS","GUJCET Based","PVT","24047.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","ELECTRICAL ENGINEERING","GEN","GUJCET Based","PVT","14945.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","ELECTRICAL ENGINEERING","SEBC","GUJCET Based","PVT","28305.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","ELECTRICAL ENGINEERING - TFWS","TFWS","GUJCET Based","PVT","9690.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","MECHANICAL ENGINEERING","EWS","GUJCET Based","PVT","17471.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","MECHANICAL ENGINEERING","GEN","GUJCET Based","PVT","14367.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","MECHANICAL ENGINEERING","SEBC","GUJCET Based","PVT","26591.00"
"INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH
AND MANAGEMENT(IITRAM),AHMEDABAD","MECHANICAL ENGINEERING -
TFWS","TFWS","GUJCET Based","PVT","8549.00"
"FACULTY OF TECHNOLOGY, CEPT
UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY
(HONS) IN CIVIL ENGINEERING
(BCE)","EWS","GUJCET Based","Self-Fin","19446.00"
"FACULTY OF TECHNOLOGY, CEPT
UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY
(HONS) IN CIVIL ENGINEERING
(BCE)","GEN","GUJCET Based","Self-Fin","14757.00"
"FACULTY OF TECHNOLOGY, CEPT
UNIVERSITY, AHMEDABAD","BACHELOR OF TECHNOLOGY
(HONS) IN CIVIL ENGINEERING
(BCE)","SEBC","GUJCET Based","Self-Fin","25760.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","GEN","GUJCET Based","Self-Fin","50202.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","AUTOMOBILE ENGINEERING","GEN","GUJCET Based","Self-Fin","50055.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","36924.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER ENGINEERING","EWS","GUJCET Based","Self-Fin","24103.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","19364.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER ENGINEERING","SC","GUJCET Based","Self-Fin","33253.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER ENGINEERING","SEBC","GUJCET Based","Self-Fin","34070.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","6438.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER SCIENCE & DESIGN","GEN","GUJCET Based","Self-Fin","50618.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","COMPUTER SCIENCE & DESIGN -
TFW","TFWS","GUJCET Based","Self-Fin","10257.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","DAIRY TECHNOLOGY","GEN","GUJCET Based","Self-Fin","38093.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","36772.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRONICS &
COMMUNICATION ENGINEERING","EWS","GUJCET Based","Self-Fin","27131.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","GUJCET Based","Self-Fin","25091.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","GUJCET Based","Self-Fin","32249.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING TECHNOLOGY","GEN","GUJCET Based","Self-Fin","29637.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","FOOD PROCESSING TECHNOLOGY -
TFWS","TFWS","GUJCET Based","Self-Fin","8670.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","50653.00"
"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","50641.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)","EWS","GUJCET Based","Self-Fin","6326.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)","GEN","GUJCET Based","Self-Fin","5582.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)","SC","GUJCET Based","Self-Fin","14605.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)","SEBC","GUJCET Based","Self-Fin","10793.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY","ESM","GUJCET Based","Self-Fin","23800.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY","EWS","GUJCET Based","Self-Fin","8412.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","7932.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY","SC","GUJCET Based","Self-Fin","20497.00"
"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES & TECHNOLOGY (AU-
FEST), AHMEDABAD","INFORMATION &
COMMUNICATION TECHNOLOGY","SEBC","GUJCET Based","Self-Fin","15087.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","BIOTECHNOLOGY","GEN","GUJCET Based","Self-Fin","28975.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","25790.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","33190.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","COMPUTER ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","20442.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","COMPUTER SCIENCE &
BIOSCIENCES","GEN","GUJCET Based","Self-Fin","20172.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","38910.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","20891.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","37090.00"
"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL CORPORATION)
AHMEDABAD","INFORMATION TECHNOLOGY -
TFWS","TFWS","GUJCET Based","Self-Fin","23466.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","EWS","GUJCET Based","Self-Fin","22403.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","GEN","GUJCET Based","Self-Fin","15114.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","SC","GUJCET Based","Self-Fin","32266.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","SEBC","GUJCET Based","Self-Fin","37540.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING - TFW","TFWS","GUJCET Based","Self-Fin","5946.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","AUTOMOBILE ENGINEERING","GEN","GUJCET Based","Self-Fin","36087.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","CIVIL ENGINEERING","GEN","GUJCET Based","Self-Fin","38760.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER ENGINEERING","GEN","GUJCET Based","Self-Fin","50471.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","8522.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (CYBER SECURITY)","EWS","GUJCET Based","Self-Fin","30557.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (CYBER SECURITY)","GEN","GUJCET Based","Self-Fin","19000.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (CYBER SECURITY)","SC","GUJCET Based","Self-Fin","33511.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (CYBER SECURITY)","SEBC","GUJCET Based","Self-Fin","50414.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)","EWS","GUJCET Based","Self-Fin","30627.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)","GEN","GUJCET Based","Self-Fin","26727.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)","SEBC","GUJCET Based","Self-Fin","50391.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ELECTRICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","50626.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ELECTRONICS &
COMMUNICATION ENGINEERING","EWS","GUJCET Based","Self-Fin","14400.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ELECTRONICS &
COMMUNICATION ENGINEERING","GEN","GUJCET Based","Self-Fin","14249.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ELECTRONICS &
COMMUNICATION ENGINEERING","SEBC","GUJCET Based","Self-Fin","37396.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","ELECTRONICS &
COMMUNICATION ENGINEERING -
TFWS","TFWS","GUJCET Based","Self-Fin","9782.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","INFORMATION TECHNOLOGY","GEN","GUJCET Based","Self-Fin","50339.00"
"AHMEDABAD INSTITUTE OF TECH,
AHMEDABAD","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","36261.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING","GEN","GUJCET Based","Self-Fin","17590.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING","SEBC","GUJCET Based","Self-Fin","30676.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","EWS","GUJCET Based","Self-Fin","5223.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","GEN","GUJCET Based","Self-Fin","3886.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","SC","GUJCET Based","Self-Fin","10466.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING","SEBC","GUJCET Based","Self-Fin","11880.00"
"Admission Committee for Professional Courses, Gujarat"
"First Year Degree Engineering : 2025-26"
"Institute Wise : Program Wise : Last Admitted Rank after Round-3"
"Inst_Name","Course_name","Cat_Name","Board","Type of
Institute","closing"
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE &
ENGINEERING - TFWS","TFWS","GUJCET Based","Self-Fin","1381.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","ELECTRICAL AND ELECTRONICS
ENGINEERING","GEN","GUJCET Based","Self-Fin","5123.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","ELECTRICAL AND ELECTRONICS
ENGINEERING","SEBC","GUJCET Based","Self-Fin","17309.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","MECHANICAL ENGINEERING","EWS","GUJCET Based","Self-Fin","10374.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","MECHANICAL ENGINEERING","GEN","GUJCET Based","Self-Fin","8756.00"
"AHMEDABAD UNIVERSITY, AHMEDABAD","MECHANICAL ENGINEERING","SEBC","GUJCET Based","Self-Fin","22141.00"
"ANANT SCHOOL FOR CLIMATE ACTION,
AHMEDABAD","CLIMATE CHANGE","GEN","GUJCET Based","Self-Fin","36105.00"
"APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","GEN","GUJCET Based","Self-Fin","37101.00"
"APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE - TFWS","TFWS","GUJCET Based","Self-Fin","11358.00"
